LocalAuthority,IndicatorCode,Year,LA_IndicatorCash,LA_NumeratorCash,LA_DenominatorCash,Scotland_IndicatorCash,Scotland_NumeratorCash,Scotland_DenominatorCash,IndicatorCash_FG,NumeratorCash_FG,DenominatorCash_FG,FamilyGroup
Fife,HSN02,2022-23,0.013087849,1634500,125000000,0.017087332,22152924,1300000000,0.013294666,809460.2857,63808732,3
Fife,HSN03,2013-14,0.8068,24232,30033,0.836904591,262583,313755,0.836485714,13029.57143,15771.85714,3
Fife,HSN03,2014-15,0.9824,29377,29902,0.903758506,286336,316828,0.921285714,14567.85714,15752.57143,3
Fife,HSN03,2015-16,0.9857,29553,29982,0.924963907,292789,316541,0.943157143,14820.71429,15730.42857,3
Fife,HSN03,2016-17,0.9864,29596,30004,0.936319803,294584,314619,0.954928571,14943.14286,15675.14286,3
Fife,HSN03,2017-18,0.974356432,29485,30261,0.938909329,295256,314467,0.96434813,15062.28571,15682.28571,3
Fife,HSN03,2018-19,0.930074319,28158,30275,0.943216506,297565,315479,0.959746757,14981,15766.85714,3
Fife,HSN03,2019-20,0.930060745,28325,30455,0.948621546,300252,316514,0.952482972,14980.42857,15838.42857,3
Fife,HSN03,2020-21,0.930385332,28467,30597,0.902551941,286970,317954,0.920588476,14646.42857,15937,3
Fife,HSN03,2021-22,0.880932231,27064,30722,0.684538024,219582,320774,0.742279648,12365.57143,16023.42857,3
Fife,HSN03,2022-23,0.8959493,27692,30908,0.7091358,228853,322721,0.760894671,12961.14286,16081.85714,3
Fife,HSN04b,2013-14,10.97,1089312,99336,10.16764276,8425346,828643,10.90142857,533451.5714,47654.85714,3
Fife,HSN04b,2014-15,9.96,871767,87540,9.875812318,7648629,774481,10.06571429,468664.1429,44259.85714,3
Fife,HSN04b,2015-16,10.02,877782,87624,9.384331366,7263998,774056,9.79,455048.5714,43740.57143,3
Fife,HSN04b,2016-17,8.08,627852,77663,8.724794103,6202587,710915,8.681428571,356048,38948.57143,3
Fife,HSN04b,2017-18,6.656851009,500502,75186,7.500988933,5157755,687610,7.879912912,289133.4286,35304.71429,3
Fife,HSN04b,2018-19,6.004916634,415258,69153,7.79709406,5153809,660991,8.003672938,272015,32593.42857,3
Fife,HSN04b,2019-20,6.024028225,387592,64341,7.333695305,4565350,622517,7.838706272,237086,28897.85714,3
Fife,HSN04b,2020-21,5.109068462,227609,44550,7.279224385,3041522,417836,8.510740965,141032.8571,17074.57143,3
Fife,HSN04b,2021-22,7.002255091,422292,60308,9.1860436,5282416,575048,10.36110247,246011.7143,24443.14286,3
Fife,HSN04b,2022-23,6.777238272,388024,57254,9.680170949,5701127,588949,7.940122971,181053.7143,22847.28571,3
Fife,HSN05a,2015-16,0.3,8994,29982,0.651651025,206228,316470,0.651714286,9586.428571,15724.71429,3
Fife,HSN05a,2016-17,0.7202,20587,28584,0.711917072,222929,313139,0.734671429,11597.57143,15465.42857,3
Fife,HSN05a,2017-18,0.7638,23112,30261,0.753439736,236837,314341,0.7929,12625.57143,15685.28571,3
Fife,HSN05a,2018-19,0.8324,25202,30275,0.809339262,255196,315314,0.852042857,13648.42857,15762.85714,3
Fife,HSN05a,2019-20,0.79995347,24069,30088,0.840972227,265796,316058,0.877154771,13823.71429,15788,3
Fife,HSN05a,2020-21,0.847436322,25618,30230,0.863548533,273953,317241,0.892015777,14241.28571,15836,3
Fife,HSN05a,2021-22,0.890561687,27033,30355,0.876337667,280393,319960,0.874895205,14516.71429,15959.42857,3
Fife,SW01,2010-11,21.32,1137500,24254,20.14,435041,21602215.96,18.85375,817185.525,15146.25,3
Fife,SW01,2011-12,25.51,1067181.44,27223,19.77,435328.581,22016337.2,18.41375,823029.22,15248.32263,3
Fife,SW01,2012-13,26.17,1138991.36,29808,20.47,456571.26,22308242.84,19.93875,797114.045,16147.625,3
Fife,SW01,2013-14,21.85,1152789.04,25193,20.25,473916,23400190.84,19.92375,802497.085,16211.875,3
Fife,SW01,2014-15,23.4,1123200.52,26287,20.24,478739,23650952,18.42625,841741.615,15800.5,3
Fife,SW01,2015-16,19,1243026.72,23615,21.19,491347,23185760,19.42375,842194.99,16254.625,3
Fife,SW01,2016-17,16.71,1525000.36,25486,22.64,536137,23685883.52,20.4375,899987.53,17787.25,3
Fife,SW01,2017-18,19.89,1526932.284,30378,23.77,563725,23712614.92,20.7075,926601.9657,19164.125,3
Fife,SW01,2018-19,21.96,1525000.36,33496,24.7,582874,23595781.56,22.04125,922222.795,20218.625,3
Fife,SW01,2019-20,24.66,1358205.16,33487,25.39,621082,24457442.5,22.62125,898680.2359,20794.625,3
Fife,SW01,2020-21,30.75,1335318.877,41058,27.62,674636,24422666.09,26.755,906568.6685,24295.875,3
Fife,SW01,2021-22,33.35,1305214.647,43524,28.66,710530.3373,24790938.16,27.36375,909020.4829,25701.79216,3
Fife,SW02,2010-11,0.0152,2774,182303,0.0158,40275,2553788,0.0180375,1148.5,70046.125,2
Fife,SW02,2011-12,0.0172,3077,179250,0.0294,75938.912,2585837,0.022475,1443.625,70733.875,2
Fife,SW02,2012-13,0.0179,3318,185483,0.0595,159104,2672604,0.022925,1568.25,73164.25,2
Fife,SW02,2013-14,0.0209,3774,180945,0.0644,176308,2738703,0.0275,1894.625,74883,2
Fife,SW02,2014-15,0.023,4357,189097,0.069,192980,2796594,0.0293125,2073,75737,2
Fife,SW02,2015-16,0.0248,5123,206281,0.0665,191422,2876228,0.033675,2444.25,79214.125,2
Fife,SW02,2016-17,0.0304,6391,210420,0.0636,192362,3025639,0.0391875,2935.75,81399.75,2
Fife,SW02,2017-18,0.033,7443,225399,0.068,211686,3112767,0.046225,3655.625,85281,2
Fife,SW02,2018-19,0.0344,8159,237039,0.0725,240003,3312476,0.0520625,4294.125,89229,2
Fife,SW02,2019-20,0.0285,7008,246257,0.0769,265984,3458888,0.054675,4474.625,92414.375,2
Fife,SW02,2020-21,0.0316,8276,261892,0.0813,306373.363,3768337,0.0550125,4986.375,101113.875,2
Fife,SW02,2021-22,0.0328,9124,278086,0.084,329238,3920394,0.0646875,6338.625,107782.25,2
Fife,SW03a,2010-11,0.564805872,,,0.589393084,,,0.627796344,,,3
Fife,SW03a,2011-12,0.54825502,,,0.591771475,,,0.623546135,,,3
Fife,SW03a,2012-13,0.567588933,,,0.597931349,,,0.630477911,,,3
Fife,SW03a,2013-14,0.537580679,,,0.597709628,,,0.625072201,,,3
Fife,SW03a,2014-15,0.505644811,,,0.599917216,,,0.617951191,,,3
Fife,SW03a,2015-16,0.511423182,,,0.606979596,,,0.627960072,,,3
Fife,SW03a,2016-17,0.422409519,,,0.601206663,,,0.598803919,,,3
Fife,SW03a,2017-18,0.425738907,,,0.617479785,,,0.615313758,,,3
Fife,SW03a,2018-19,0.597066667,,,0.610163094,,,0.626867085,,,3
Fife,SW03a,2019-20,0.592573717,,,0.606765932,,,0.626757628,,,3
Fife,SW03a,2020-21,0.604150219,,,0.617124173,,,0.632241087,,,3
Fife,SW03a,2021-22,0.612916725,,,0.6188,,,0.633897939,,,3
Fife,SW03a,2022-23,0.616915423,,,0.615180304,,,0.63099355,,,3
Fife,SW04b,2013-14,0.859584,,,0.85,,,0.859856375,,,3
Fife,SW04b,2015-16,0.822865296,,,0.84,,,0.819389366,,,3
Fife,SW04b,2017-18,0.796,,,0.7997,,,0.811742033,,,3
Fife,SW04b,2019-20,0.805444,,,0.800251,,,0.7996665,,,3
Fife,SW04b,2021-22,0.7523,,,0.7812,,,0.7777125,,,3
Fife,SW04c,2013-14,0.8026,,,0.8281,,,0.834975,,,3
Fife,SW04c,2015-16,0.7975,,,0.8271,,,0.8360875,,,3
Fife,SW04c,2017-18,0.8218,,,0.8113,,,0.811575,,,3
Fife,SW04c,2019-20,0.775665,,,0.807797,,,0.810506,,,3
Fife,SW04c,2021-22,0.7944,,,0.7882,,,0.7546,,,3
Fife,SW04d,2013-14,0.8008,,,0.8314,,,0.828025,,,3
Fife,SW04d,2015-16,0.7557,,,0.7881,,,0.7965625,,,3
Fife,SW04d,2017-18,0.7426,,,0.7559,,,0.74985,,,3
Fife,SW04d,2019-20,0.733751,,,0.754273,,,0.74674775,,,3
Fife,SW04d,2021-22,0.6974,,,0.7059,,,0.72025,,,3
Fife,SW04e,2013-14,0.368,,,0.4295,,,0.41795,,,3
Fife,SW04e,2015-16,0.3882,,,0.4003,,,0.3925375,,,3
Fife,SW04e,2017-18,0.3249,,,0.3655,,,0.367675,,,3
Fife,SW04e,2019-20,0.34293,,,0.342778,,,0.342834125,,,3
Fife,SW04e,2021-22,0.2756,,,0.2969,,,0.2808375,,,3
Fife,SW05,2010-11,381.9302,43097,2170,427.9221,690923,31050,405.55475,20580.875,1031.25,3
Fife,SW05,2011-12,345.1881,40028,2230,439.8456,703313,30750,423.014275,21982.625,1062.5,3
Fife,SW05,2012-13,403.9369,44530,2120,430.3631,676961,30250,389.8104125,20851.5,1041.25,3
Fife,SW05,2013-14,405.9579,45175,2140,426.479,683714,30830,432.56865,22724.75,1051.25,3
Fife,SW05,2014-15,415.1237,47706,2210,440.4885,699760,30550,447.1694125,23462.25,1066.25,3
Fife,SW05,2015-16,393.5981,47279,2310,450.1248,721622,30830,427.324775,23960.375,1103.75,3
Fife,SW05,2016-17,411.0262,48945,2290,469.6702,749293,30680,459.4869375,25841.75,1112.5,3
Fife,SW05,2017-18,447.4569,57006,2450,482.7394,764620.6285,30460,450.6891875,26597.75,1135,3
Fife,SW05,2018-19,420.1367,57873,2649,521.3833,802784.1762,29610,466.37575,27319.75,1174.875,3
Fife,SW05,2019-20,766.0196,59550.3684,1495,539.1006,844500.9438,30125,528.38225,28428.10933,1034.375,3
Fife,SW05,2020-21,897.5488,67908.5458,1455,637.5842,940507.0058,28367.5,602.9560125,30293.82669,988.75,3
Fife,SW05,2021-22,943.6313,68083,1387.5,653.0677,949083.6043,27947.5,642.733425,32678.70055,960.3125,3
Fife,SW06,2010-11,83.21853475,5316,63880,89.68125553,90012,1003688,87.05278026,3002.5,34994.875,3
Fife,SW06,2011-12,83.26909439,5401,64862,92.53504916,94788,1024347,93.40872126,3273.5,36043.625,3
Fife,SW06,2012-13,88.42052105,5953,67326,93.46901193,96841,1036076,96.98317709,3470,36601.375,3
Fife,SW06,2013-14,98.36407832,6596,67057,95.27815015,100358,1053316,99.38140275,3645,37282.5,3
Fife,SW06,2014-15,103.5392759,6866,66313,97.15186679,103949,1069964,103.5923882,3823.75,38192.625,3
Fife,SW06,2015-16,107.2489735,7183,66975,98.08211267,105984,1080564,102.4819722,3892.125,38495.625,3
Fife,SW06,2016-17,109.1299063,7632,69935,100.960923,108040,1070117,106.4233855,4079.25,39179.125,3
Fife,SW06,2017-18,123.0063043,8468,68842,102.8431528,107663,1046866,107.9261779,4084.625,38229,3
Fife,SW06,2018-19,115.6448292,8256,71391,103.4162212,109915,1062841,107.5603993,4143.375,39194.125,3
Fife,SW06,2019-20,111.234502,7913,71138,104.8890549,112873,1076118,114.8681725,4331.75,39889.375,3
Fife,SW06,2020-21,115.2942877,6382,55354,120.1999867,91887,764451,126.6701422,3421.375,28614.75,3
Fife,SW06,2021-22,113.3511017,7315,64534,106.7436453,98102,919043,111.9535243,3712.125,34528.75,3
Fife,SW06,2022-23,113.3011759,7352,64889,101.6757819,94572,930133,107.893832,3573.5,34541.625,3
Fife,SW07,2011-12,0.873786408,,,0.808661194,,,0.834306429,,,3
Fife,SW07,2012-13,0.851485149,,,0.802121128,,,0.806529317,,,3
Fife,SW07,2013-14,0.846938776,,,0.802,,,0.816972366,,,3
Fife,SW07,2014-15,0.811715481,,,0.812234043,,,0.82112583,,,3
Fife,SW07,2015-16,0.816239316,,,0.829378531,,,0.839728709,,,3
Fife,SW07,2016-17,0.794979079,,,0.838,,,0.849135158,,,3
Fife,SW07,2017-18,0.889344262,,,0.853846154,,,0.881650006,,,3
Fife,SW07,2018-19,0.859315589,,,0.82173663,,,0.854031832,,,3
Fife,SW07,2019-20,0.823770492,,,0.817997097,,,0.838930258,,,3
Fife,SW07,2020-21,0.847,,,0.825,,,0.852375,,,3
Fife,SW07,2021-22,0.732793522,,,0.757977122,,,0.797790093,,,3
Fife,SW07,2022-23,0.67,,,0.75,,,0.75625,,,3
Glasgow City,C&L01,2010-11,7.45,33967,4558310,3.55,161442,45459818,3.4775,8644.875,2200418.875,Urban
Glasgow City,C&L01,2011-12,5.9,30472,5162438,3.23,155520,48202343,3.4375,8400.375,2355970.75,Urban
Glasgow City,C&L01,2012-13,5.63,31925,5669998,3.14,162008,51624697,3.6575,9472.5,2601296.5,Urban
Glasgow City,C&L01,2013-14,6.34,39552,6240357,3.19,170069,53320837,3.74375,10240.5,2660076.25,Urban
Glasgow City,C&L01,2014-15,4.62,27587,5973048,2.96,156176,52705262,3.53375,8968.75,2672126.125,Urban
Glasgow City,C&L01,2015-16,4.81,27852,5787604,2.92,154934,53084305,3.465,8997.5,2631837.625,Urban
Glasgow City,C&L01,2016-17,4.84,28785,5944539,2.9,156805,54042338,3.29625,8653.375,2702731.625,Urban
Glasgow City,C&L01,2017-18,4.75,28588,6023536,2.72,146756,53992733,3.1825,8536.5,2680088,Urban
Glasgow City,C&L01,2018-19,4.47,29601,6618563,2.61,142450,54526069,3.0275,8420.125,2702450.375,Urban
Glasgow City,C&L01,2019-20,4.94,32533.552,6585200,2.74,142479.552,52045545,3.08875,8226.319,2508488.875,Urban
Glasgow City,C&L01,2020-21,223.61,45258,202401,40.3,183834,4561548,66.93125,11209.625,200665.375,Urban
Glasgow City,C&L01,2021-22,17.02,41782,2454446,6.44,170677,26512151,6.81625,10626.125,1355678.25,Urban
Glasgow City,C&L02,2010-11,3.1,13975,4505670,3.41,108363,31800305,3.81625,6187.625,1804141.5,Urban
Glasgow City,C&L02,2011-12,3,15027,5015248,3.26,104498,32074635,3.5575,5886,1805378.375,Urban
Glasgow City,C&L02,2012-13,2.46,13523,5499571,3.15,104157,33066250,3.44875,5764.25,1878465.875,Urban
Glasgow City,C&L02,2013-14,2.18,12054,5537154,2.57,103957,40415254,2.96875,5543,2569159.875,Urban
Glasgow City,C&L02,2014-15,2.45,13065,5335980,2.45,100317,40898758,2.96625,5606.75,2654492.375,Urban
Glasgow City,C&L02,2015-16,2.53,13295,5258149,2.45,100980,41281169,3.18125,5724,2570234.5,Urban
Glasgow City,C&L02,2016-17,2.12,11581,5462281,1.98,92761,46773860,2.9775,5424.375,2921382,Urban
Glasgow City,C&L02,2017-18,2.18,10839,4975569,2.07,89568,43252956,3.18375,5193,2500091.75,Urban
Glasgow City,C&L02,2018-19,2.44,11388,4659474,2.05,90328,44030770,3.01625,5106.125,2474195.125,Urban
Glasgow City,C&L02,2019-20,2.65,11960.2567,4518896,1.99,89908.2567,45152917,2.9375,5101.657088,2721780.125,Urban
Glasgow City,C&L02,2020-21,22.65,13601,600528,2.88,86023,29888610,12.88,5269.375,1634775.875,Urban
Glasgow City,C&L02,2021-22,12.12,14388,1187390,2.91,89241,30702692,6.295,5182.375,1831401.75,Urban
Glasgow City,C&L03,2010-11,5.34,13278,2488619,4.2,38949,9270129,6.13875,3099.75,651243,Urban
Glasgow City,C&L03,2011-12,4.52,17332,3838453,3.47,40650,11707609,4.39625,3323.875,910248.625,Urban
Glasgow City,C&L03,2012-13,4.41,15916,3606894,3.58,39790,11102498,4.66375,3266.625,882804.5,Urban
Glasgow City,C&L03,2013-14,4.4,15749,3582121,3.34,39021,11670085,4.3875,3167.875,924603.625,Urban
Glasgow City,C&L03,2014-15,4.06,16195,3986226,3.33,39695,11917948,3.96,3243.375,906797.875,Urban
Glasgow City,C&L03,2015-16,3.64,15580,4275125,3.04,38558,12663109,3.31625,3162.875,1011150.75,Urban
Glasgow City,C&L03,2016-17,3.67,15512,4231801,3.31,41323,12466473,4.38625,3197.875,981401.5,Urban
Glasgow City,C&L03,2017-18,3.62,15547,4290048,3.5,41291,11809426,4.58125,3171.875,866027.625,Urban
Glasgow City,C&L03,2018-19,3.65,15204,4166065,3.47,41922,12070238,3.92,3199.125,927654.375,Urban
Glasgow City,C&L03,2019-20,3.48,15520.4182,4458835,3.27,41025.4182,12546007,3.7075,3321.302275,1029863.25,Urban
Glasgow City,C&L03,2020-21,126.67,17528,138370,10.19,40427,3965942,116.5875,3575.625,143222.5,Urban
Glasgow City,C&L03,2021-22,12.55,16442,1309738,4.75,41624,8758605,14.26857143,3939.571429,722301.4286,Urban
Glasgow City,C&L04,2010-11,41501.64,24603,592820,25930.18,135410,5222100,28718.67,7254,264392.5,Urban
Glasgow City,C&L04,2011-12,35726.33,21394,598830,24280.66,127590,5254800,25924.5175,6458,267021.25,Urban
Glasgow City,C&L04,2012-13,35101.16,20888,595080,23662.3,125732,5313600,24848.19,6313.75,267672.5,Urban
Glasgow City,C&L04,2013-14,32153.21,19181,596550,23296.36,124116,5327700,26690.92375,6506.625,268736.25,Urban
Glasgow City,C&L04,2014-15,37713.67,22615,599650,23405.64,125164,5347600,25518.6375,6723,270203.75,Urban
Glasgow City,C&L04,2015-16,33006.23,20013,606340,21794.16,117100,5373000,25137.92,6456.5,272122.5,Urban
Glasgow City,C&L04,2016-17,29990.08,18446,615070,20833.53,112599,5404700,22901.96375,5842.875,274565,Urban
Glasgow City,C&L04,2017-18,29295.35,18193,621020,19811.79,107475,5424800,21454.1975,5476.875,276196.25,Urban
Glasgow City,C&L04,2018-19,30235.79,18940,626410,20139.11,109518.5,5438100,22447.8025,5785.875,277400,Urban
Glasgow City,C&L04,2019-20,32636.02,20662.5175,633120,20112.3,109879.5175,5463300,22336.84875,5840.814688,279483.75,Urban
Glasgow City,C&L04,2020-21,29678.75,18865,635640,19111.78,104465,5466000,22381.89,5661.375,279991.25,Urban
Glasgow City,C&L04,2021-22,18707.98,11882,635130,20336.68,111443,5479900,24040.625,5705.125,279442.5,Urban
Glasgow City,C&L05a,2010-14,0.857,,,0.825,,,0.8445,,,Urban
Glasgow City,C&L05a,2012-15,0.82,,,0.803,,,0.82775,,,Urban
Glasgow City,C&L05a,2013-16,0.777,,,0.773,,,0.79375,,,Urban
Glasgow City,C&L05a,2014-17,0.72,,,0.747,,,0.77175,,,Urban
Glasgow City,C&L05a,2015-18,0.703,,,0.73,,,0.755,,,Urban
Glasgow City,C&L05a,2016-19,0.721,,,0.724,,,0.74575,,,Urban
Glasgow City,C&L05a,2017-20,0.741,,,0.724,,,0.74575,,,Urban
Glasgow City,C&L05a,2018-21,0.777,,,0.744,,,0.7585,,,Urban
Glasgow City,C&L05a,2019-22,0.717,,,0.74,,,0.7625,,,Urban
Glasgow City,C&L05b,2010-14,0.862,,,0.85,,,0.849875,,,Urban
Glasgow City,C&L05b,2012-15,0.84,,,0.86,,,0.857875,,,Urban
Glasgow City,C&L05b,2013-16,0.837,,,0.857,,,0.861375,,,Urban
Glasgow City,C&L05b,2014-17,0.84,,,0.86,,,0.86425,,,Urban
Glasgow City,C&L05b,2015-18,0.863,,,0.857,,,0.87,,,Urban
Glasgow City,C&L05b,2016-19,0.872,,,0.848,,,0.856,,,Urban
Glasgow City,C&L05b,2017-20,0.862,,,0.85,,,0.844875,,,Urban
Glasgow City,C&L05b,2018-21,0.882,,,0.855,,,0.8585,,,Urban
Glasgow City,C&L05b,2019-22,0.877,,,0.873,,,0.876375,,,Urban
Glasgow City,C&L05c,2010-14,0.929,,,0.765,,,0.78675,,,Urban
Glasgow City,C&L05c,2012-15,0.9,,,0.763,,,0.7975,,,Urban
Glasgow City,C&L05c,2013-16,0.87,,,0.74,,,0.77575,,,Urban
Glasgow City,C&L05c,2014-17,0.817,,,0.72,,,0.755875,,,Urban
Glasgow City,C&L05c,2015-18,0.82,,,0.7,,,0.722,,,Urban
Glasgow City,C&L05c,2016-19,0.841,,,0.693,,,0.708875,,,Urban
Glasgow City,C&L05c,2017-20,0.881,,,0.693,,,0.716,,,Urban
Glasgow City,C&L05c,2018-21,0.898,,,0.713,,,0.742875,,,Urban
Glasgow City,C&L05c,2019-22,0.867,,,0.73,,,0.761375,,,Urban
Glasgow City,C&L05d,2010-14,0.838,,,0.775,,,0.771,,,Urban
Glasgow City,C&L05d,2012-15,0.793,,,0.78,,,0.777,,,Urban
Glasgow City,C&L05d,2013-16,0.747,,,0.757,,,0.759625,,,Urban
Glasgow City,C&L05d,2014-17,0.687,,,0.74,,,0.7495,,,Urban
Glasgow City,C&L05d,2015-18,0.687,,,0.727,,,0.735,,,Urban
Glasgow City,C&L05d,2016-19,0.696,,,0.714,,,0.726125,,,Urban
Glasgow City,C&L05d,2017-20,0.713,,,0.701,,,0.718,,,Urban
Glasgow City,C&L05d,2018-21,0.753,,,0.718,,,0.73325,,,Urban
Glasgow City,C&L05d,2019-22,0.713,,,0.723,,,0.7395,,,Urban
Glasgow City,CHN01,2010-11,4749.14,172313,36283,4834.5,1763933.499,364864,4852.735,80586.31234,16819.375,Urban
Glasgow City,CHN01,2011-12,4658.92,169496,36381,4771.39,1746184.828,365970,4723.46125,79379.60348,16944,Urban
Glasgow City,CHN01,2012-13,4632.32,170247,36752,4734.37,1752747.89,370218,4676.38625,80447.48623,17237.75,Urban
Glasgow City,CHN01,2013-14,4425.02,166124,37542,4716.26,1777657.006,376921,4640.21,80601.00073,17670,Urban
Glasgow City,CHN01,2014-15,4328.01,166611,38496,4643.56,1786616,384751,4630.46,82155.87988,18156.875,Urban
Glasgow City,CHN01,2015-16,4384.3,173662,39610,4710.21,1840217.479,390687,4607.86625,84463.8099,18512.75,Urban
Glasgow City,CHN01,2016-17,4437.3,180514,40681,4805.69,1904193.259,396237,4709.17,87155.53233,18888.75,Urban
Glasgow City,CHN01,2017-18,4711.28,194444,41272,4988.83,1994783.253,399850,4866.3175,92231.15666,19137.5,Urban
Glasgow City,CHN01,2018-19,5158.93,213941,41470,5236.56,2093655,399815,5109.2,98217.625,19183.875,Urban
Glasgow City,CHN01,2019-20,5533.7,230893.6411,41725,5615.8,2236964.641,398334,5539.0925,106012.3301,19128.5,Urban
Glasgow City,CHN01,2020-21,5952.7,245180,41188,5915.89,2330607,393957,5815.43125,109023.125,18873.625,Urban
Glasgow City,CHN01,2021-22,6368.28,259590,40763,6336.52,2473228,390313,6273.12125,116194.375,18636.625,Urban
Glasgow City,CHN02,2010-11,6693.5,178991,26741,6384.16,1918011.499,300433,6740.8975,88627.93734,13348.25,Urban
Glasgow City,CHN02,2011-12,6414.05,168805,26318,6290.02,1865085.828,296515,6396.68625,83509.47848,13188.25,Urban
Glasgow City,CHN02,2012-13,6463.39,169386,26207,6400.93,1875292.89,292972,6509.94125,83769.61123,13057.875,Urban
Glasgow City,CHN02,2013-14,6301.5,163650,25970,6509.54,1878510.006,288578,6527.275,82929.50073,12892,Urban
Glasgow City,CHN02,2014-15,6520.89,165461,25374,6564.98,1865558.039,284168,6672.47875,83257.37988,12714.875,Urban
Glasgow City,CHN02,2015-16,6691.03,166707,24915,6694.69,1883583.479,281355,6741.775,83906.4349,12604.125,Urban
Glasgow City,CHN02,2016-17,6842.44,171232,25025,6814.4,1910811.259,280408,6841.195,84995.03233,12558.5,Urban
Glasgow City,CHN02,2017-18,6765.08,171549,25358,6888.43,1938437.253,281405,6868.23625,86360.28166,12693.125,Urban
Glasgow City,CHN02,2018-19,8017.57,209010,26069,7171.62,2047963,285565,7274.2825,94636.875,12969.875,Urban
Glasgow City,CHN02,2019-20,8472.74,227399.8182,26839,7546.29,2199525.818,291471,7632.0075,102890.4773,13294.875,Urban
Glasgow City,CHN02,2020-21,8562.69,238976,27909,7656.72,2304322,300954,7585.5875,106159.25,13793,Urban
Glasgow City,CHN02,2021-22,8727.25,249320,28568,7902.74,2424647,306811,7832.49875,111737.125,14155.25,Urban
Glasgow City,CHN03,2010-11,5020.89,47347,9430,3343.6,307778,92050,4290.14125,14191.625,3298.75,Most Deprived
Glasgow City,CHN03,2011-12,4768.8,46305,9710,3082.54,292441,94870,3970.67375,13573.625,3397.5,Most Deprived
Glasgow City,CHN03,2012-13,4818.71,47127,9780,3097.18,303477,97985,3855.14125,13973.875,3515.125,Most Deprived
Glasgow City,CHN03,2013-14,4051.1,47009,11604,3001.24,308741,102871,3666.35875,13866.625,3827.125,Most Deprived
Glasgow City,CHN03,2014-15,4141.62,48896,11806,3303.4,335173,101463,4048.05,14713.25,3802,Most Deprived
Glasgow City,CHN03,2015-16,5082.52,51059,10046,3841.13,373596,97262,4595.0175,15901,3492.875,Most Deprived
Glasgow City,CHN03,2016-17,6049.42,61208,10118,4200.19,407255,96961,4818.98,17379,3481.75,Most Deprived
Glasgow City,CHN03,2017-18,6448.59,65034,10085,4430.23,424828,95893,5482.245,18715.5,3409.625,Most Deprived
Glasgow City,CHN03,2018-19,7167.8,75950,10596,5018.35,484517,96549,6311.475,21595.5,3457.875,Most Deprived
Glasgow City,CHN03,2019-20,9287.55,97937.1636,10545,6749.37,650470.1636,96375,7653.67125,27436.39545,3488.75,Most Deprived
Glasgow City,CHN03,2020-21,11906.8,113067,9496,9273.35,835770,90126,10533.5075,32964.625,3163.75,Most Deprived
Glasgow City,CHN03,2021-22,12229.78,122200,9992,10307.84,944229,91603,11544.42125,36567.625,3253.5,Most Deprived
Glasgow City,CHN04,2011-12,0.38,,,0.51,,,0.46875,,,Most Deprived
Glasgow City,CHN04,2012-13,0.43,,,0.53,,,0.5125,,,Most Deprived
Glasgow City,CHN04,2013-14,0.46,,,0.55,,,0.52625,,,Most Deprived
Glasgow City,CHN04,2014-15,0.48,,,0.57,,,0.54375,,,Most Deprived
Glasgow City,CHN04,2015-16,0.48,,,0.59,,,0.555,,,Most Deprived
Glasgow City,CHN04,2016-17,0.5,,,0.6,,,0.5825,,,Most Deprived
Glasgow City,CHN04,2017-18,0.52,,,0.62,,,0.59,,,Most Deprived
Glasgow City,CHN04,2018-19,0.56,,,0.63,,,0.5925,,,Most Deprived
Glasgow City,CHN04,2019-20,0.58,,,0.64,,,0.615,,,Most Deprived
Glasgow City,CHN04,2020-21,0.6,,,0.67,,,0.64,,,Most Deprived
Glasgow City,CHN04,2021-22,0.61,,,0.69,,,0.6575,,,Most Deprived
Glasgow City,CHN05,2011-12,0.17,,,0.26,,,0.22,,,Most Deprived
Glasgow City,CHN05,2012-13,0.19,,,0.27,,,0.235,,,Most Deprived
Glasgow City,CHN05,2013-14,0.23,,,0.29,,,0.25125,,,Most Deprived
Glasgow City,CHN05,2014-15,0.22,,,0.31,,,0.2675,,,Most Deprived
Glasgow City,CHN05,2015-16,0.23,,,0.33,,,0.2875,,,Most Deprived
Glasgow City,CHN05,2016-17,0.24,,,0.34,,,0.30625,,,Most Deprived
Glasgow City,CHN05,2017-18,0.26,,,0.34,,,0.2925,,,Most Deprived
Glasgow City,CHN05,2018-19,0.29,,,0.35,,,0.3075,,,Most Deprived
Glasgow City,CHN05,2019-20,0.31,,,0.38,,,0.335,,,Most Deprived
Glasgow City,CHN05,2020-21,0.36,,,0.41,,,0.35125,,,Most Deprived
Glasgow City,CHN05,2021-22,0.34,,,0.4,,,0.3475,,,Most Deprived
Glasgow City,CHN06,2011-12,0.28,,,0.29,,,0.307142857,,,Most Deprived
Glasgow City,CHN06,2012-13,0.33,,,0.32,,,0.337142857,,,Most Deprived
Glasgow City,CHN06,2013-14,0.37,,,0.34,,,0.358571429,,,Most Deprived
Glasgow City,CHN06,2014-15,0.39,,,0.37,,,0.394285714,,,Most Deprived
Glasgow City,CHN06,2015-16,0.41,,,0.4,,,0.401428571,,,Most Deprived
Glasgow City,CHN06,2016-17,0.42,,,0.41,,,0.422857143,,,Most Deprived
Glasgow City,CHN06,2017-18,0.43,,,0.42,,,0.435714286,,,Most Deprived
Glasgow City,CHN06,2018-19,0.49,,,0.45,,,0.40375,,,Most Deprived
Glasgow City,CHN06,2019-20,0.5,,,0.47,,,0.47,,,Most Deprived
